year,region_name,region_code,indicator_name,value,notes,extracted_at,data_quality_flag,sector
2013,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,112911.0000,,2025-12-17 11:59:53.285098,V,Unknown
2013,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,37496.0000,,2025-12-17 11:59:53.285098,V,Unknown
2013,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,2211.0000,,2025-12-17 11:59:53.285098,V,Unknown
2013,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,5410.0000,,2025-12-17 11:59:53.285098,V,Unknown
2013,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,1149.0000,,2025-12-17 11:59:53.285098,V,Unknown
2013,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,23849.0000,,2025-12-17 11:59:53.285098,V,Unknown
2013,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,37594.0000,,2025-12-17 11:59:53.285098,V,Unknown
2013,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,5202.0000,,2025-12-17 11:59:53.285098,V,Unknown
2014,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,5596.0000,,2025-12-17 12:00:09.910838,V,Unknown
2014,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,163086.0000,,2025-12-17 00:23:24.914622,V,Unknown
2014,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,122.0000,,2025-12-17 12:00:09.910838,V,Unknown
2014,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,47447.0000,,2025-12-17 12:00:09.910838,V,Unknown
2014,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,39727.0000,,2025-12-17 12:00:09.910838,V,Unknown
2014,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,36902.0000,,2025-12-17 12:00:09.910838,V,Unknown
2014,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,7720.0000,,2025-12-17 12:00:09.910838,V,Unknown
2014,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,115515.0000,,2025-12-17 12:00:09.910838,V,Unknown
2014,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,36876.0000,,2025-12-17 12:00:09.910838,V,Unknown
2014,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,2161.0000,,2025-12-17 12:00:09.910838,V,Unknown
2014,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,5585.0000,,2025-12-17 12:00:09.910838,V,Unknown
2014,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,1072.0000,,2025-12-17 12:00:09.910838,V,Unknown
2014,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,25769.0000,,2025-12-17 12:00:09.910838,V,Unknown
2014,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,38456.0000,,2025-12-17 12:00:09.910838,V,Unknown
2014,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,163086.0000,,2025-12-17 12:00:09.910838,V,Unknown
2015,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,117210.0000,,2025-12-17 12:00:27.055138,V,Unknown
2015,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,164096.0000,,2025-12-17 00:23:24.914622,V,Unknown
2015,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,149.0000,,2025-12-17 12:00:27.055138,V,Unknown
2015,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,46737.0000,,2025-12-17 12:00:27.055138,V,Unknown
2015,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,39258.0000,,2025-12-17 12:00:27.055138,V,Unknown
2015,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,36442.0000,,2025-12-17 12:00:27.055138,V,Unknown
2015,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,7479.0000,,2025-12-17 12:00:27.055138,V,Unknown
2015,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,37693.0000,,2025-12-17 12:00:27.055138,V,Unknown
2015,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,2214.0000,,2025-12-17 12:00:27.055138,V,Unknown
2015,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,5436.0000,,2025-12-17 12:00:27.055138,V,Unknown
2015,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,1076.0000,,2025-12-17 12:00:27.055138,V,Unknown
2015,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,26106.0000,,2025-12-17 12:00:27.055138,V,Unknown
2015,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,39379.0000,,2025-12-17 12:00:27.055138,V,Unknown
2015,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,5306.0000,,2025-12-17 12:00:27.055138,V,Unknown
2015,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,164096.0000,,2025-12-17 12:00:27.055138,V,Unknown
2016,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,166250.0000,,2025-12-17 12:00:42.754176,V,Unknown
